Index,Personagem
158,Jargal Tuvshinjargal
159,Tuvshinjargal Tuguldur
160,Batbayar Genghis
161,Yesukhei Jochi
162,Batu Tsend-Ayush
163,Nergui Batu
164,Yesukhei Khulan
165,Tuguldur Temuulen
166,Bumantuul Ochir
167,Oyuka Yesugen
168,Tuvshinjargal Galdan
169,Bumantuul Genghis
170,Yesugen Batu
171,Batbayar Nergui
172,Jochi Genghis
173,Yesugen Tuvshinjargal
174,Batu Batbayar
175,Borte Oyuka
176,Khulan Tuvshinjargal
177,Bolormaa Tuvshinjargal
178,Yesugen Bumantuul
179,Yesugen Khulan
180,Batu Yesugen
181,Yesugen Temujin
182,Tuguldur Tsend-Ayush
183,Oyuntsetseg Battu
184,Khulan Tuguldur
185,Tuguldur Temuulen
186,Yesukhei Jochi
187,Batu Borte
188,Khulan Tuvshinjargal
189,Oyuka Batu
190,Tsend-Ayush Yesugen
191,Bumantuul Yesugen
192,Borte Jochi
193,Oyuntsetseg Galdan
194,Yesugen Battsetseg
195,Tuguldur Khulan
196,Bumantuul Tsend-Ayush
197,Yesugen Batbayar
198,Oyuntsetseg Yesugen
199,Tuvshinjargal Genghis
200,Batu Naran
201,Khulan Tuguldur
202,Tuvshinjargal Yesugen
203,Tuguldur Temujin
204,Batu Khulan
205,Yesugen Batu
206,Bumantuul Yesugen
207,Galdan Yesugen
208,Ochir Borte
209,Yesugen Nergui
210,Tuguldur Yesugen
211,Khulan Borte
212,Yesugen Bumantuul
213,Yesugen Batu
214,Bolormaa Tuguldur
215,Batu Batu
216,Borte Jargal
217,Galdan Tuguldur
218,Khulan Nergui
219,Yesugen Battsetseg
220,Yesugen Nergui
221,Tsend-Ayush Tuvshinjargal
222,Yesugen Batu
223,Bumantuul Batu
224,Khulan Genghis
225,Yesugen Jargal
226,Borte Yesugen
227,Batu Naran
228,Galdan Yesugen
229,Tuguldur Khulan
230,Tuvshinjargal Jargal
231,Khulan Temuulen
232,Yesugen Yesugen
233,Batbayar Nergui
234,Jochi Temujin
235,Bumantuul Tuvshinjargal
236,Yesugen Jochi
237,Yesugen Khulan
238,Bumantuul Batu
239,Bolormaa Genghis
240,Borte Yesugen
241,Jargal Yesugen
242,Yesugen Batu
243,Batbayar Tuguldur
244,Nergui Jochi
245,Yesugen Batu
246,Tuguldur Batu
247,Khulan Batbayar
248,Yesugen Borte
249,Bumantuul Ochir
250,Batu Batu
251,Yesugen Khulan
252,Yesugen Temujin
253,Tuguldur Tsend-Ayush
254,Oyuntsetseg Battu
255,Khulan Tuguldur
256,Tuguldur Temuulen
257,Yesukhei Jochi
258,Batu Borte
259,Khulan Tuvshinjargal
260,Oyuka Batu
261,Tsend-Ayush Yesugen
262,Bumantuul Yesugen
263,Borte Jochi
264,Oyuntsetseg Galdan
265,Yesugen Battsetseg
266,Tuguldur Khulan
267,Bumantuul Tsend-Ayush
268,Yesugen Batbayar
269,Oyuntsetseg Yesugen
270,Tuvshinjargal Genghis
271,Batu Naran
272,Khulan Tuguldur
273,Tuvshinjargal Yesugen
274,Tuguldur Temujin
275,Batu Khulan
276,Yesugen Batu
277,Bumantuul Yesugen
278,Galdan Yesugen
279,Ochir Borte
280,Yesugen Nergui
281,Tuguldur Yesugen
282,Khulan Borte
283,Yesugen Bumantuul
284,Yesugen Batu
285,Bolormaa Tuguldur
286,Batu Batu
287,Borte Jargal
288,Galdan Tuguldur
289,Khulan Nergui
290,Yesugen Battsetseg
291,Yesugen Nergui
292,Tsend-Ayush Tuvshinjargal
293,Yesugen Batu
294,Bumantuul Batu
295,Khulan Genghis
296,Yesugen Jargal
297,Borte Yesugen
298,Batu Naran
299,Galdan Yesugen
300,Tuguldur Khulan
301,Tuvshinjargal Jargal
302,Khulan Temuulen
303,Yesugen Yesugen
304,Batbayar Nergui
305,Jochi Temujin
306,Bumantuul Tuvshinjargal
307,Yesugen Jochi
308,Yesugen Khulan
309,Bumantuul Batu
310,Bolormaa Genghis
311,Borte Yesugen
312,Jargal Yesugen
313,Yesugen Batu
314,Batbayar Tuguldur
315,Nergui Jochi
316,Yesugen Batu
317,Tuguldur Batu
318,Khulan Batbayar
319,Yesugen Borte
320,Bumantuul Ochir
321,Batu Batu
322,Yesugen Khulan
323,Yesugen Temujin
324,Tuguldur Tsend-Ayush
325,Oyuntsetseg Battu
326,Khulan Tuguldur
327,Tuguldur Temuulen
328,Yesukhei Jochi
329,Batu Borte
330,Khulan Tuvshinjargal
331,Oyuka Batu
332,Tsend-Ayush Yesugen
333,Bumantuul Yesugen
334,Borte Jochi
335,Oyuntsetseg Galdan
336,Yesugen Battsetseg
337,Tuguldur Khulan
338,Bumantuul Tsend-Ayush
339,Yesugen Batbayar
340,Oyuntsetseg Yesugen
341,Tuvshinjargal Genghis
342,Batu Naran
343,Khulan Tuguldur
344,Tuvshinjargal Yesugen
345,Tuguldur Temujin
346,Batu Khulan
347,Yesugen Batu
348,Bumantuul Yesugen
349,Galdan Yesugen
350,Ochir Borte
351,Yesugen Nergui
352,Tuguldur Yesugen
353,Khulan Borte
354,Yesugen Bumantuul
355,Yesugen Batu
356,Bolormaa Tuguldur
357,Batu Batu
358,Borte Jargal
359,Galdan Tuguldur
360,Khulan Nergui
361,Yesugen Battsetseg
362,Yesugen Nergui
363,Tsend-Ayush Tuvshinjargal
364,Yesugen Batu
365,Bumantuul Batu
366,Khulan Genghis
367,Yesugen Jargal
368,Borte Yesugen
369,Batu Naran
370,Galdan Yesugen
371,Tuguldur Khulan
372,Tuvshinjargal Jargal
373,Khulan Temuulen
374,Yesugen Yesugen
375,Batbayar Nergui
376,Jochi Temujin
377,Bumantuul Tuvshinjargal
378,Yesugen Jochi
379,Yesugen Khulan
380,Bumantuul Batu
381,Bolormaa Genghis
382,Borte Yesugen
383,Jargal Yesugen
384,Yesugen Batu
385,Batbayar Tuguldur
386,Nergui Jochi
387,Yesugen Batu
388,Tuguldur Batu
389,Khulan Batbayar
390,Yesugen Borte
391,Bumantuul Ochir
392,Batu Batu
393,Yesugen Khulan
394,Yesugen Temujin
395,Tuguldur Tsend-Ayush
396,Oyuntsetseg Battu
397,Khulan Tuguldur
398,Tuguldur Temuulen
399,Yesukhei Jochi
400,Batu Borte
401,Khulan Tuvshinjargal
402,Oyuka Batu
403,Tsend-Ayush Yesugen
404,Bumantuul Yesugen
405,Borte Jochi
406,Oyuntsetseg Galdan
407,Yesugen Battsetseg
408,Tuguldur Khulan
409,Bumantuul Tsend-Ayush
410,Yesugen Batbayar
411,Oyuntsetseg Yesugen
412,Tuvshinjargal Genghis
