Index,Personagem
89,Hakon Ragnarsson
90,Idun Egilsdottir
91,Kjell Thorvaldsson
92,Ranveig Ulfsson
93,Sven Haraldsdottir
94,Torvald Eiriksson
95,Ulf Bjornsson
96,Vigdis Gisladottir
97,Yngvar Olafsson
98,Astrid Eriksson
99,Erik Freysson
100,Freyr Leifsson
101,Gunnar Magnusson
102,Hallbjorn Eiriksson
103,Ingrid Thorvaldsdottir
104,Knut Haraldsson
105,Ragnhild Gunnarsdottir
106,Sigurd Bjornsson
107,Thorbjorn Haraldsdottir
108,Ulf Ivarsson
109,Viggo Svennson
110,Yngvar Ketilsson
111,Astrid Egilsdottir
112,Erik Thorsdottir
113,Freyr Svennsdottir
114,Gunnhild Haraldsdottir
115,Hakon Eiriksson
116,Ingrid Bjornsdottir
117,Knut Ulfsdottir
118,Ragnar Ketilsson
119,Sif Ivarsdottir
120,Thorvald Haraldsson
121,Vigdis Njordsdottir
122,Ylva Arnfinnsdottir
123,Asta Ormsdottir
124,Bjorn Ivarsson
125,Ingrid Ragnarsdottir
126,Leif Magnusson
127,Eirik Gunnarsson
128,Freyja Olafsdottir
129,Gunnhild Ketilsdottir
130,Hakon Ragnarsson
131,Idun Egilsdottir
132,Kjell Thorvaldsson
133,Ranveig Ulfsson
134,Sven Haraldsdottir
135,Torvald Eiriksson
136,Ulf Bjornsson
137,Vigdis Gisladottir
138,Yngvar Olafsson
139,Astrid Eriksson
140,Erik Freysson
141,Freyr Leifsson
142,Gunnar Magnusson
143,Hallbjorn Eiriksson
144,Ingrid Thorvaldsdottir
145,Knut Haraldsson
146,Ragnhild Gunnarsdottir
147,Sigurd Bjornsson
148,Thorbjorn Haraldsdottir
149,Ulf Ivarsson
150,Viggo Svennson
151,Yngvar Ketilsson
152,Astrid Halldorsdottir
153,Erik Ketilsson
154,Frida Magnusson
155,Gunnhild Njordsdottir
156,Hakon Eiriksson
157,Ingrid Knutsson
158,Knut Ragnarsson
159,Ranveig Ulfsson
160,Sif Haraldsdottir
161,Thorleif Gudmundsson
162,Vigdis Ketilsdottir
163,Yngvar Ragnarrson
164,Astrid Gunnarsdottir
165,Eirik Leifsdottir
166,Freyr Svennsdottir
167,Gunnar Thorsdottir
168,Halla Ivarsdottir
169,Ingrid Egilsson
170,Kjell Sigurdsson
171,Ranveig Haraldsdottir
172,Sigurd Magnusson
173,Thorbjorn Eiriksdottir
174,Ulf Ketilsson
175,Viggo Ulfsdottir
176,Yngvar Ragnarsson
177,Astrid Leifsdottir
178,Erik Thorvaldsson
179,Freyr Egilsson
180,Gunnar Ragnarsdottir
181,Hakon Ulfsdottir
182,Ingrid Haraldsson
183,Knut Gunnarsson
184,Ragnhild Thorvaldsdottir
185,Sigurd Bjornsdottir
186,Thorbjorn Magnusson
187,Ulf Eiriksson
188,Viggo Svennson
189,Yngvar Ketilsson
190,Astrid Halldorsdottir
191,Erik Ketilsson
192,Frida Magnusson
193,Gunnhild Njordsdottir
194,Hakon Eiriksson
195,Ingrid Knutsson
196,Knut Ragnarsson
197,Ranveig Ulfsson
198,Sif Haraldsdottir
199,Thorleif Gudmundsson
200,Vigdis Ketilsdottir
201,Yngvar Ragnarrson
202,Astrid Gunnarsdottir
203,Eirik Leifsdottir
204,Freyr Svennsdottir
205,Gunnar Thorsdottir
206,Halla Ivarsdottir
207,Ingrid Egilsson
208,Kjell Sigurdsson
209,Ranveig Haraldsdottir
210,Sigurd Magnusson
211,Thorbjorn Eiriksdottir
212,Ulf Ketilsson
213,Viggo Ulfsdottir
214,Yngvar Ragnarsson
215,Astrid Leifsdottir
216,Erik Thorvaldsson
217,Freyr Egilsson
218,Gunnar Ragnarsdottir
219,Hakon Ulfsdottir
220,Ingrid Haraldsson
221,Knut Gunnarsson
222,Ragnhild Thorvaldsdottir
223,Sigurd Bjornsdottir
224,Thorbjorn Magnusson
225,Ulf Eiriksson
226,Viggo Svennson
227,Yngvar Ketilsson
228,Astrid Halldorsdottir
229,Erik Ketilsson
230,Frida Magnusson
231,Gunnhild Njordsdottir
232,Hakon Eiriksson
233,Ingrid Knutsson
234,Knut Ragnarsson
235,Ranveig Ulfsson
236,Sif Haraldsdottir
237,Thorleif Gudmundsson
238,Vigdis Ketilsdottir
239,Yngvar Ragnarrson
240,Astrid Gunnarsdottir
241,Eirik Leifsdottir
242,Freyr Svennsdottir
243,Gunnar Thorsdottir
244,Halla Ivarsdottir
245,Ingrid Egilsson
246,Kjell Sigurdsson
247,Ranveig Haraldsdottir
248,Sigurd Magnusson
249,Thorbjorn Eiriksdottir
250,Ulf Ketilsson
251,Viggo Ulfsdottir
252,Yngvar Ragnarsson
253,Astrid Leifsdottir
254,Erik Thorvaldsson
255,Freyr Egilsson
256,Gunnar Ragnarsdottir
257,Hakon Ulfsdottir
258,Ingrid Haraldsson
259,Knut Gunnarsson
260,Ragnhild Thorvaldsdottir
261,Sigurd Bjornsdottir
262,Thorbjorn Magnusson
263,Ulf Eiriksson
264,Viggo Svennson
265,Yngvar Ketilsson
266,Astrid Halldorsdottir
267,Erik Ketilsson
268,Frida Magnusson
269,Gunnhild Njordsdottir
270,Hakon Eiriksson
271,Ingrid Knutsson
272,Knut Ragnarsson
273,Ranveig Ulfsson
274,Sif Haraldsdottir
275,Thorleif Gudmundsson
276,Vigdis Ketilsdottir
277,Yngvar Ragnarrson
278,Astrid Gunnarsdottir
279,Eirik Leifsdottir
280,Freyr Svennsdottir
281,Gunnar Thorsdottir
282,Halla Ivarsdottir
283,Ingrid Egilsson
284,Kjell Sigurdsson
285,Ranveig Haraldsdottir
286,Sigurd Magnusson
287,Thorbjorn Eiriksdottir
288,Ulf Ketilsson
289,Viggo Ulfsdottir
290,Yngvar Ragnarsson
291,Astrid Leifsdottir
292,Erik Thorvaldsson
293,Freyr Egilsson
294,Gunnar Ragnarsdottir
295,Hakon Ulfsdottir
296,Ingrid Haraldsson
297,Knut Gunnarsson
298,Ragnhild Thorvaldsdottir
299,Sigurd Bjornsdottir
300,Thorbjorn Magnusson
301,Ulf Eiriksson
302,Viggo Svennson
303,Yngvar Ketilsson
304,Astrid Halldorsdottir
305,Erik Ketilsson
306,Frida Magnusson
307,Gunnhild Njordsdottir
308,Hakon Eiriksson
309,Ingrid Knutsson
310,Knut Ragnarsson
311,Ranveig Ulfsson
312,Sif Haraldsdottir
313,Thorleif Gudmundsson
314,Vigdis Ketilsdottir
315,Yngvar Ragnarrson
316,Astrid Gunnarsdottir
317,Eirik Leifsdottir
318,Freyr Svennsdottir
319,Gunnar Thorsdottir
320,Halla Ivarsdottir
321,Ingrid Egilsson
322,Kjell Sigurdsson
323,Ranveig Haraldsdottir
324,Sigurd Magnusson
325,Thorbjorn Eiriksdottir
326,Ulf Ketilsson
327,Viggo Ulfsdottir
328,Yngvar Ragnarsson
329,Astrid Leifsdottir
330,Erik Thorvaldsson
331,Freyr Egilsson
332,Gunnar Ragnarsdottir
333,Hakon Ulfsdottir
334,Ingrid Haraldsson
335,Knut Gunnarsson
336,Ragnhild Thorvaldsdottir
337,Sigurd Bjornsdottir
338,Thorbjorn Magnusson
339,Ulf Eiriksson
340,Viggo Svennson
341,Yngvar Ketilsson
342,Astrid Halldorsdottir
343,Erik Ketilsson
344,Frida Magnusson
345,Gunnhild Njordsdottir
346,Hakon Eiriksson
347,Ingrid Knutsson
348,Knut Ragnarsson
349,Ranveig Ulfsson
350,Sif Haraldsdottir
351,Thorleif Gudmundsson
352,Vigdis Ketilsdottir
353,Yngvar Ragnarrson
354,Astrid Gunnarsdottir
355,Eirik Leifsdottir
356,Freyr Svennsdottir
357,Gunnar Thorsdottir
358,Halla Ivarsdottir
359,Ingrid Egilsson
360,Kjell Sigurdsson
361,Ranveig Haraldsdottir
362,Sigurd Magnusson
363,Thorbjorn Eiriksdottir
364,Ulf Ketilsson
365,Viggo Ulfsdottir
366,Yngvar Ragnarsson
367,Astrid Leifsdottir
368,Erik Thorvaldsson
369,Freyr Egilsson
370,Gunnar Ragnarsdottir
371,Hakon Ulfsdottir
372,Ingrid Haraldsson
373,Knut Gunnarsson
374,Ragnhild Thorvaldsdottir
375,Sigurd Bjornsdottir
376,Thorbjorn Magnusson
377,Ulf Eiriksson
378,Viggo Svennson
379,Yngvar Ketilsson
380,Astrid Halldorsdottir
381,Erik Ketilsson
382,Frida Magnusson
383,Gunnhild Njordsdottir
384,Hakon Eiriksson
385,Ingrid Knutsson
386,Knut Ragnarsson
387,Ranveig Ulfsson
388,Sif Haraldsdottir
389,Thorleif Gudmundsson
390,Vigdis Ketilsdottir
391,Yngvar Ragnarrson
392,Astrid Gunnarsdottir
