Index,Personagem
169,Pualani Elikai
170,Kapena Kaiwi
171,Nalani Ikaia
172,Keala Wai
173,Kai Mahina
174,Lilo Mahina
175,Makana Nui
176,Nani Keanu
177,Moana Kaiwi
178,Akoni Paki
179,Nalu Mahina
180,Kalei Ilima
181,Keanu Ikaia
182,Makoa Kiko
183,Leilani Kiko
184,Akela Lekin
185,Nohea Kaimana
186,Kalani Kiko
187,Pualani Elikai
188,Kapena Kaiwi
189,Nalani Ikaia
190,Keala Wai
191,Kai Mahina
192,Lilo Mahina
193,Makana Nui
194,Nani Keanu
195,Moana Kaiwi
196,Akoni Paki
197,Nalu Mahina
198,Kalei Ilima
199,Keanu Ikaia
200,Makoa Kiko
201,Leilani Kiko
202,Akela Lekin
203,Nohea Kaimana
204,Kalani Kiko
205,Pualani Elikai
206,Kapena Kaiwi
207,Nalani Ikaia
208,Keala Wai
209,Kai Mahina
210,Lilo Mahina
211,Makana Nui
212,Nani Keanu
213,Moana Kaiwi
214,Akoni Paki
215,Nalu Mahina
216,Kalei Ilima
217,Keanu Ikaia
218,Makoa Kiko
219,Leilani Kiko
220,Akela Lekin
221,Nohea Kaimana
222,Kalani Kiko
223,Pualani Elikai
224,Kapena Kaiwi
225,Nalani Ikaia
226,Keala Wai
227,Kai Mahina
228,Lilo Mahina
229,Makana Nui
230,Nani Keanu
231,Moana Kaiwi
232,Akoni Paki
233,Nalu Mahina
234,Kalei Ilima
235,Keanu Ikaia
236,Makoa Kiko
237,Leilani Kiko
238,Akela Lekin
239,Nohea Kaimana
240,Kalani Kiko
241,Pualani Elikai
242,Kapena Kaiwi
243,Nalani Ikaia
244,Keala Wai
245,Kai Mahina
246,Lilo Mahina
247,Makana Nui
248,Nani Keanu
249,Moana Kaiwi
250,Akoni Paki
251,Nalu Mahina
252,Kalei Ilima
253,Keanu Ikaia
254,Makoa Kiko
255,Leilani Kiko
256,Akela Lekin
257,Nohea Kaimana
258,Kalani Kiko
259,Pualani Elikai
260,Kapena Kaiwi
261,Nalani Ikaia
262,Keala Wai
263,Kai Mahina
264,Lilo Mahina
265,Makana Nui
266,Nani Keanu
267,Moana Kaiwi
268,Akoni Paki
269,Nalu Mahina
270,Kalei Ilima
271,Keanu Ikaia
272,Makoa Kiko
273,Leilani Kiko
274,Akela Lekin
275,Nohea Kaimana
276,Kalani Kiko
277,Pualani Elikai
278,Kapena Kaiwi
279,Nalani Ikaia
280,Keala Wai
281,Kai Mahina
282,Lilo Mahina
283,Makana Nui
284,Nani Keanu
285,Moana Kaiwi
286,Akoni Paki
287,Nalu Mahina
288,Kalei Ilima
289,Keanu Ikaia
290,Makoa Kiko
291,Leilani Kiko
292,Akela Lekin
293,Nohea Kaimana
294,Kalani Kiko
295,Pualani Elikai
296,Kapena Kaiwi
297,Nalani Ikaia
298,Keala Wai
299,Kai Mahina
300,Lilo Mahina
301,Makana Nui
302,Nani Keanu
303,Moana Kaiwi
304,Akoni Paki
305,Nalu Mahina
306,Kalei Ilima
307,Keanu Ikaia
308,Makoa Kiko
309,Leilani Kiko
310,Akela Lekin
311,Nohea Kaimana
312,Kalani Kiko
313,Pualani Elikai
314,Kapena Kaiwi
315,Nalani Ikaia
316,Keala Wai
317,Kai Mahina
318,Lilo Mahina
319,Makana Nui
320,Nani Keanu
321,Moana Kaiwi
322,Akoni Paki
323,Nalu Mahina
324,Kalei Ilima
325,Keanu Ikaia
326,Makoa Kiko
327,Leilani Kiko
328,Akela Lekin
329,Nohea Kaimana
330,Kalani Kiko
331,Pualani Elikai
332,Kapena Kaiwi
333,Nalani Ikaia
334,Keala Wai
335,Kai Mahina
336,Lilo Mahina
337,Makana Nui
338,Nani Keanu
339,Moana Kaiwi
340,Akoni Paki
341,Nalu Mahina
342,Kalei Ilima
343,Keanu Ikaia
344,Makoa Kiko
345,Leilani Kiko
346,Akela Lekin
347,Nohea Kaimana
348,Kalani Kiko
349,Pualani Elikai
350,Kapena Kaiwi
351,Nalani Ikaia
352,Keala Wai
353,Kai Mahina
354,Lilo Mahina
355,Makana Nui
356,Nani Keanu
357,Moana Kaiwi
358,Akoni Paki
359,Nalu Mahina
360,Kalei Ilima
361,Keanu Ikaia
362,Makoa Kiko
363,Leilani Kiko
364,Akela Lekin
365,Nohea Kaimana
366,Kalani Kiko
367,Pualani Elikai
368,Kapena Kaiwi
369,Nalani Ikaia
370,Keala Wai
371,Kai Mahina
372,Lilo Mahina
373,Makana Nui
374,Nani Keanu
375,Moana Kaiwi
376,Akoni Paki
377,Nalu Mahina
378,Kalei Ilima
379,Keanu Ikaia
380,Makoa Kiko
381,Leilani Kiko
382,Akela Lekin
383,Nohea Kaimana
384,Kalani Kiko
385,Pualani Elikai
386,Kapena Kaiwi
387,Nalani Ikaia
388,Keala Wai
389,Kai Mahina
390,Lilo Mahina
391,Makana Nui
392,Nani Keanu
393,Moana Kaiwi
394,Akoni Paki
395,Nalu Mahina
396,Kalei Ilima
397,Keanu Ikaia
398,Makoa Kiko
399,Leilani Kiko
400,Akela Lekin
401,Nohea Kaimana
402,Kalani Kiko
403,Pualani Elikai
404,Kapena Kaiwi
405,Nalani Ikaia
406,Keala Wai
407,Kai Mahina
408,Lilo Mahina
409,Makana Nui
410,Nani Keanu
411,Moana Kaiwi
412,Akoni Paki
413,Nalu Mahina
414,Kalei Ilima
415,Keanu Ikaia
416,Makoa Kiko
417,Leilani Kiko
418,Akela Lekin
419,Nohea Kaimana
420,Kalani Kiko
421,Pualani Elikai
422,Kapena Kaiwi
423,Nalani Ikaia
424,Keala Wai
425,Kai Mahina
426,Lilo Mahina
427,Makana Nui
428,Nani Keanu
429,Moana Kaiwi
430,Akoni Paki
431,Nalu Mahina
432,Kalei Ilima
433,Keanu Ikaia
434,Makoa Kiko
435,Leilani Kiko
436,Akela Lekin
437,Nohea Kaimana
438,Kalani Kiko
439,Pualani Elikai
440,Kapena Kaiwi
441,Nalani Ikaia
442,Keala Wai
