Index,Personagem
182,Fionn O'Connor
183,Tara O'Malley
184,Ronan O'Grady
185,Macha Dunne
186,Dermot Fitzpatrick
187,Aoibheann Sheridan
188,Cormac McMahon
189,Niamh O'Sullivan
190,Senan Doherty
191,Ciara Fitzgerald
192,Cathal O'Rourke
193,Aislinn Byrne
194,Seanan Fitzpatrick
195,Orlaith Sheridan
196,Turlough McMahon
197,Siobhan O'Leary
198,Tiarnan Kelly
199,Fiona O'Connell
200,Cormac O'Brien
201,Fainche Kelly
202,Eamon Dunne
203,Laoise Fitzpatrick
204,Rory O'Sullivan
205,Mairead Brennan
206,Bradan Donnelly
207,Saoirse O'Connor
208,Padraig O'Doherty
209,Eithne Gallagher
210,Liam Kelly
211,Aoibheann O'Malley
212,Keegan O'Rourke
213,Sinead Byrne
214,Niall Fitzpatrick
215,Nessa Sheridan
216,Ciaran McMahon
217,Orla O'Leary
218,Fionnuala Kelly
219,Ronan Gallagher
220,Roisin Kennedy
221,Eamon Duffy
222,Caitlin Brennan
223,Seamus Ryan
224,Aine Sullivan
225,Gareth O'Callaghan
226,Aoife Murphy
227,Cian O'Neill
228,Saoirse Walsh
229,Niall Doyle
230,Mairead O'Brien
231,Rory O'Doherty
232,Niamh O'Malley
233,Kieran O'Grady
234,Aisling Dunne
235,Padraig Fitzpatrick
236,Sinead Sheridan
237,Tiernan McMahon
238,Fidelma Byrne
239,Darragh O'Rourke
240,Deirdre Fitzgerald
241,Eoghan Doherty
242,Orla O'Donnell
243,Ciaran Flynn
244,Cara Murphy
245,Cillian O'Sullivan
246,Maire Gallagher
247,Oisin Kelly
248,Aine O'Leary
249,Colm O'Connor
250,Sorcha Kelly
251,Cathal Duffy
252,Nuala Brennan
253,Conall Donnelly
254,Grainne O'Connell
255,Eoin Kennedy
256,Nessa Murphy
257,Bradan O'Connell
258,Isolt O'Malley
259,Donnacha O'Rourke
260,Muirgen Byrne
261,Lorcan Fitzpatrick
262,Sadbh Sheridan
263,Ronan McMahon
264,Briana O'Sullivan
265,Tadhg Doherty
266,Etain Fitzgerald
267,Aodhan O'Riley
268,Bronagh O'Donnell
269,Cianan Flynn
270,Fenella Gallagher
271,Fergus Kelly
272,Cordelia O'Brien
273,Eamon O'Connell
274,Keira Kelly
275,Conor Dunne
276,Fiona Fitzpatrick
277,Lorcan O'Sullivan
278,Riona Brennan
279,Diarmuid Donnelly
280,Sive O'Connor
281,Kian O'Doherty
282,Muirne Flynn
283,Odran O'Leary
284,Fianna Kelly
285,Fiachra Gallagher
286,Orlaith Byrne
287,Fionn O'Connor
288,Tara O'Malley
289,Ronan O'Grady
290,Macha Dunne
291,Dermot Fitzpatrick
292,Aoibheann Sheridan
293,Cormac McMahon
294,Niamh O'Sullivan
295,Senan Doherty
296,Ciara Fitzgerald
297,Cathal O'Rourke
298,Aislinn Byrne
299,Seanan Fitzpatrick
300,Orlaith Sheridan
301,Turlough McMahon
302,Siobhan O'Leary
303,Tiarnan Kelly
304,Fiona O'Connell
305,Cormac O'Brien
306,Fainche Kelly
307,Eamon Dunne
308,Laoise Fitzpatrick
309,Rory O'Sullivan
310,Mairead Brennan
311,Bradan Donnelly
312,Saoirse O'Connor
313,Padraig O'Doherty
314,Eithne Gallagher
315,Liam Kelly
316,Aoibheann O'Malley
317,Keegan O'Rourke
318,Sinead Byrne
319,Niall Fitzpatrick
320,Nessa Sheridan
321,Ciaran McMahon
322,Orla O'Leary
323,Fionnuala Kelly
324,Ronan Gallagher
325,Roisin Kennedy
326,Eamon Duffy
327,Caitlin Brennan
328,Seamus Ryan
329,Aine Sullivan
330,Gareth O'Callaghan
331,Aoife Murphy
332,Cian O'Neill
333,Saoirse Walsh
334,Niall Doyle
335,Mairead O'Brien
336,Rory O'Doherty
337,Niamh O'Malley
338,Kieran O'Grady
339,Aisling Dunne
340,Padraig Fitzpatrick
341,Sinead Sheridan
342,Tiernan McMahon
343,Fidelma Byrne
344,Darragh O'Rourke
345,Deirdre Fitzgerald
346,Eoghan Doherty
347,Orla O'Donnell
348,Ciaran Flynn
349,Cara Murphy
350,Cillian O'Sullivan
351,Maire Gallagher
352,Oisin Kelly
353,Aine O'Leary
354,Colm O'Connor
355,Sorcha Kelly
356,Cathal Duffy
357,Nuala Brennan
358,Conall Donnelly
359,Grainne O'Connell
360,Eoin Kennedy
361,Nessa Murphy
362,Bradan O'Connell
363,Isolt O'Malley
364,Donnacha O'Rourke
365,Muirgen Byrne
366,Lorcan Fitzpatrick
367,Sadbh Sheridan
368,Ronan McMahon
369,Briana O'Sullivan
370,Tadhg Doherty
371,Etain Fitzgerald
372,Aodhan O'Riley
373,Bronagh O'Donnell
374,Cianan Flynn
375,Fenella Gallagher
376,Fergus Kelly
377,Cordelia O'Brien
378,Eamon O'Connell
379,Keira Kelly
380,Conor Dunne
381,Fiona Fitzpatrick
382,Lorcan O'Sullivan
383,Riona Brennan
384,Diarmuid Donnelly
385,Sive O'Connor
386,Kian O'Doherty
387,Muirne Flynn
388,Odran O'Leary
389,Fianna Kelly
390,Fiachra Gallagher
391,Orlaith Byrne
392,Fionn O'Connor
393,Tara O'Malley
394,Ronan O'Grady
395,Macha Dunne
396,Dermot Fitzpatrick
397,Aoibheann Sheridan
398,Cormac McMahon
399,Niamh O'Sullivan
400,Senan Doherty
401,Ciara Fitzgerald
402,Cathal O'Rourke
403,Aislinn Byrne
404,Seanan Fitzpatrick
405,Orlaith Sheridan
406,Turlough McMahon
407,Siobhan O'Leary
408,Tiarnan Kelly
409,Fiona O'Connell
410,Cormac O'Brien
411,Fainche Kelly
412,Eamon Dunne
413,Laoise Fitzpatrick
414,Rory O'Sullivan
415,Mairead Brennan
416,Bradan Donnelly
417,Saoirse O'Connor
418,Padraig O'Doherty
419,Eithne Gallagher
420,Liam Kelly
421,Aoibheann O'Malley
422,Keegan O'Rourke
423,Sinead Byrne
424,Niall Fitzpatrick
425,Nessa Sheridan
426,Ciaran McMahon
427,Orla O'Leary
428,Fionnuala Kelly
429,Ronan Gallagher
430,Roisin Kennedy
431,Eamon Duffy
432,Caitlin Brennan
433,Seamus Ryan
434,Aine Sullivan
435,Gareth O'Callaghan
436,Aoife Murphy
437,Cian O'Neill
438,Saoirse Walsh
439,Niall Doyle
440,Mairead O'Brien
441,Rory O'Doherty
442,Niamh O'Malley
443,Kieran O'Grady
444,Aisling Dunne
445,Padraig Fitzpatrick
446,Sinead Sheridan
447,Tiernan McMahon
448,Fidelma Byrne
449,Darragh O'Rourke
450,Deirdre Fitzgerald
451,Eoghan Doherty
452,Orla O'Donnell
453,Ciaran Flynn
454,Cara Murphy
455,Cillian O'Sullivan
456,Maire Gallagher
457,Oisin Kelly
458,Aine O'Leary
459,Colm O'Connor
460,Sorcha Kelly
461,Cathal Duffy
462,Nuala Brennan
463,Conall Donnelly
464,Grainne O'Connell
465,Eoin Kennedy
466,Nessa Murphy
467,Bradan O'Connell
468,Isolt O'Malley
469,Donnacha O'Rourke
470,Muirgen Byrne
471,Lorcan Fitzpatrick
472,Sadbh Sheridan
473,Ronan McMahon
474,Briana O'Sullivan
475,Tadhg Doherty
476,Etain Fitzgerald
477,Aodhan O'Riley
478,Bronagh O'Donnell
479,Cianan Flynn
480,Fenella Gallagher
481,Fergus Kelly
482,Cordelia O'Brien
483,Eamon O'Connell
484,Keira Kelly
485,Conor Dunne
486,Fiona Fitzpatrick
487,Lorcan O'Sullivan
488,Riona Brennan
489,Diarmuid Donnelly
490,Sive O'Connor
491,Kian O'Doherty
492,Muirne Flynn
493,Odran O'Leary
494,Fianna Kelly
495,Fiachra Gallagher
496,Orlaith Byrne
497,Fionn O'Connor
498,Tara O'Malley
499,Ronan O'Grady
500,Macha Dunne
501,Dermot Fitzpatrick
502,Aoibheann Sheridan
503,Cormac McMahon
504,Niamh O'Sullivan
505,Senan Doherty
506,Ciara Fitzgerald
507,Cathal O'Rourke
508,Aislinn Byrne
509,Seanan Fitzpatrick
510,Orlaith Sheridan
511,Turlough McMahon
512,Siobhan O'Leary
513,Tiarnan Kelly
514,Fiona O'Connell
515,Cormac O'Brien
516,Fainche Kelly
517,Eamon Dunne
518,Laoise Fitzpatrick
519,Rory O'Sullivan
520,Mairead Brennan
521,Bradan Donnelly
522,Saoirse O'Connor
523,Padraig O'Doherty
524,Eithne Gallagher
525,Liam Kelly
526,Aoibheann O'Malley
527,Keegan O'Rourke
528,Sinead Byrne
529,Niall Fitzpatrick
530,Nessa Sheridan
531,Ciaran McMahon
532,Orla O'Leary
533,Fionnuala Kelly
534,Ronan Gallagher
535,Roisin Kennedy
536,Eamon Duffy
537,Caitlin Brennan
538,Seamus Ryan
539,Aine Sullivan
540,Gareth O'Callaghan
541,Aoife Murphy
542,Cian O'Neill
543,Saoirse Walsh
544,Niall Doyle
545,Mairead O'Brien
546,Rory O'Doherty
547,Niamh O'Malley
548,Kieran O'Grady
549,Aisling Dunne
550,Padraig Fitzpatrick
551,Sinead Sheridan
552,Tiernan McMahon
553,Fidelma Byrne
554,Darragh O'Rourke
555,Deirdre Fitzgerald
556,Eoghan Doherty
557,Orla O'Donnell
