Index,Personagem
146,Amina Okonkwo
147,Ayize Ezenwa
148,Kwame Adebowale
149,Zahra Okonkwo
150,Jafari Abiola
151,Nia Olatunji
152,Ayanna Azikiwe
153,Sanaa Abiodun
154,Nadir Adeleke
155,Zahra Nwosu
156,Ayize Onyeka
157,Zara Odumodu
158,Naja Ezenwa
159,Safiyah Okonkwo
160,Hassan Adebowale
161,Zainab Nwosu
162,Adeola Odumosu
163,Zuberi Okafor
164,Jendayi Eze
165,Zahara Odumosu
166,Najja Maduka
167,Imara Okonkwo
168,Nadir Azikiwe
169,Safiya Onyeka
170,Aaliyah Olatunji
171,Najja Azikiwe
172,Nia Odumosu
173,Zuri Okonkwo
174,Ayize Maduka
175,Khalid Emeka
176,Jelani Okafor
177,Ayana Adegoke
178,Rashid Abiodun
179,Safiya Nwosu
180,Ayanna Osei
181,Kwame Amaechi
182,Naja Obi
183,Ekon Adebowale
184,Jamal Nwosu
185,Ayize Emeka
186,Sade Okonkwo
187,Adebowale Amadi
188,Zahara Kofi
189,Jabari Nwosu
190,Ayana Eze
191,Rasheed Adeyemi
192,Imani Obi
193,Tariq Okafor
194,Zuri Adewale
195,Nala Azikiwe
196,Amirah Kamara
197,Bakari Adisa
198,Jamal Adegoke
199,Fatima Adebayo
200,Hassan Onyeka
201,Zainab Dike
202,Kofi Adewuyi
203,Amina Okoro
204,Nadir Adeleke
205,Halima Anikulapo
206,Azizi Odumodu
207,Ayodele Ige
208,Khalid Asante
209,Nia Ezenwa
210,Rashid Afolabi
211,Ifeoma Chukwu
212,Zahra Osagie
213,Ayo Osei
214,Zulaikha Emeka
215,Khalil Adeoti
216,Zara Ademuwagun
217,Hasan Maduka
218,Aaliyah Chukwuemeka
219,Naima Eze
220,Imara Amaechi
221,Naeemah Olumide
222,Ezra Eboh
223,Makeda Obi
224,Safiya Olatunji
225,Asante Uzoma
226,Ayuba Adebisi
227,Jaha Okafor
228,Kamaria Igwe
229,Ekon Adesina
230,Ayanna Eboh
231,Fahari Amadi
232,Safiya Okonkwo
233,Sekou Adebayo
234,Jendayi Osagie
235,Nuru Eze
236,Yara Obi
237,Zuberi Adeyemi
238,Amina Okonkwo
239,Ayize Ezenwa
240,Kwame Adebowale
241,Zahra Okonkwo
242,Jafari Abiola
243,Nia Olatunji
244,Ayanna Azikiwe
245,Sanaa Abiodun
246,Nadir Adeleke
247,Zahra Nwosu
248,Ayize Onyeka
249,Zara Odumodu
250,Naja Ezenwa
251,Safiyah Okonkwo
252,Hassan Adebowale
253,Zainab Nwosu
254,Adeola Odumosu
255,Zuberi Okafor
256,Jendayi Eze
257,Zahara Odumosu
258,Najja Maduka
259,Imara Okonkwo
260,Nadir Azikiwe
261,Safiya Onyeka
262,Aaliyah Olatunji
263,Najja Azikiwe
264,Nia Odumosu
265,Zuri Okonkwo
266,Ayize Maduka
267,Khalid Emeka
268,Jelani Okafor
269,Ayana Adegoke
270,Rashid Abiodun
271,Safiya Nwosu
272,Ayanna Osei
273,Kwame Amaechi
274,Naja Obi
275,Ekon Adebowale
276,Jamal Nwosu
277,Ayize Emeka
278,Sade Okonkwo
279,Adebowale Amadi
280,Zahara Kofi
281,Jabari Nwosu
282,Ayana Eze
283,Rasheed Adeyemi
284,Imani Obi
285,Tariq Okafor
286,Zuri Adewale
287,Nala Azikiwe
288,Amirah Kamara
289,Bakari Adisa
290,Jamal Adegoke
291,Fatima Adebayo
292,Hassan Onyeka
293,Zainab Dike
294,Kofi Adewuyi
295,Amina Okoro
296,Nadir Adeleke
297,Halima Anikulapo
298,Azizi Odumodu
299,Ayodele Ige
300,Khalid Asante
301,Nia Ezenwa
302,Rashid Afolabi
303,Ifeoma Chukwu
304,Zahra Osagie
305,Ayo Osei
306,Zulaikha Emeka
307,Khalil Adeoti
308,Zara Ademuwagun
309,Hasan Maduka
310,Aaliyah Chukwuemeka
311,Naima Eze
312,Imara Amaechi
313,Naeemah Olumide
314,Ezra Eboh
315,Makeda Obi
316,Safiya Olatunji
317,Asante Uzoma
318,Ayuba Adebisi
319,Jaha Okafor
320,Kamaria Igwe
321,Ekon Adesina
322,Ayanna Eboh
323,Fahari Amadi
324,Safiya Okonkwo
325,Sekou Adebayo
326,Jendayi Osagie
327,Nuru Eze
328,Yara Obi
329,Zuberi Adeyemi
330,Amina Okonkwo
331,Ayize Ezenwa
332,Kwame Adebowale
333,Zahra Okonkwo
334,Jafari Abiola
335,Nia Olatunji
336,Ayanna Azikiwe
337,Sanaa Abiodun
338,Nadir Adeleke
339,Zahra Nwosu
340,Ayize Onyeka
341,Zara Odumodu
342,Naja Ezenwa
343,Safiyah Okonkwo
344,Hassan Adebowale
345,Zainab Nwosu
346,Adeola Odumosu
347,Zuberi Okafor
348,Jendayi Eze
349,Zahara Odumosu
350,Najja Maduka
351,Imara Okonkwo
352,Nadir Azikiwe
353,Safiya Onyeka
354,Aaliyah Olatunji
355,Najja Azikiwe
356,Nia Odumosu
357,Zuri Okonkwo
358,Ayize Maduka
359,Khalid Emeka
360,Jelani Okafor
361,Ayana Adegoke
362,Rashid Abiodun
363,Safiya Nwosu
364,Ayanna Osei
365,Kwame Amaechi
366,Naja Obi
367,Ekon Adebowale
368,Jamal Nwosu
369,Ayize Emeka
